split,representation,censor_policy,feature,bin_center_THz,n,spearman_rho
train,li_shape,half_limit,LiPDOS_045.00_046.00THz,45.5,214,-0.08938673251846069
train,li_shape,half_limit,LiPDOS_046.00_047.00THz,46.5,214,-0.039396434151419094
train,li_shape,half_limit,LiPDOS_048.00_049.00THz,48.5,214,-0.039396434151419094
train,li_shape,half_limit,LiPDOS_049.00_050.00THz,49.5,214,-0.10194094733656246
train,li_shape,half_limit,LiPDOS_050.00_051.00THz,50.5,214,-0.11096049928836961
train,li_shape,half_limit,LiPDOS_051.00_052.00THz,51.5,214,-0.08797318332876677
train,li_shape,half_limit,LiPDOS_052.00_053.00THz,52.5,214,-0.07074977254628918
train,li_shape,half_limit,LiPDOS_053.00_054.00THz,53.5,214,-0.07083063362977499
train,li_shape,half_limit,LiPDOS_054.00_055.00THz,54.5,214,-0.056042814778779274
train,li_shape,half_limit,LiPDOS_055.00_056.00THz,55.5,214,-0.056042814778779274
train,li_shape,half_limit,LiPDOS_056.00_057.00THz,56.5,214,-0.056042814778779274
train,li_shape,half_limit,LiPDOS_086.00_087.00THz,86.5,214,0.043835468985381806
train,li_shape,half_limit,LiPDOS_087.00_088.00THz,87.5,214,0.043835468985381806
train,li_shape,half_limit,LiPDOS_090.00_091.00THz,90.5,214,0.043835468985381806
train,li_shape,half_limit,LiPDOS_091.00_092.00THz,91.5,214,0.043835468985381806
train,li_shape,exclude,LiPDOS_000.00_001.00THz,0.5,191,0.5020684144023115
train,li_shape,exclude,LiPDOS_001.00_002.00THz,1.5,191,0.5712397397379566
train,li_shape,exclude,LiPDOS_002.00_003.00THz,2.5,191,0.5402169682347018
train,li_shape,exclude,LiPDOS_003.00_004.00THz,3.5,191,0.46887475501364884
train,li_shape,exclude,LiPDOS_004.00_005.00THz,4.5,191,0.42404647990910105
train,li_shape,exclude,LiPDOS_005.00_006.00THz,5.5,191,0.48240211629562935
train,li_shape,exclude,LiPDOS_006.00_007.00THz,6.5,191,0.40250896427961386
train,li_shape,exclude,LiPDOS_007.00_008.00THz,7.5,191,0.17789913853487505
train,li_shape,exclude,LiPDOS_008.00_009.00THz,8.5,191,0.09522197996053994
train,li_shape,exclude,LiPDOS_009.00_010.00THz,9.5,191,-0.01657314884671187
train,li_shape,exclude,LiPDOS_010.00_011.00THz,10.5,191,0.07957712034051183
train,li_shape,exclude,LiPDOS_011.00_012.00THz,11.5,191,-0.0999436825419084
train,li_shape,exclude,LiPDOS_012.00_013.00THz,12.5,191,-0.13435036213775192
train,li_shape,exclude,LiPDOS_013.00_014.00THz,13.5,191,-0.1481218664957459
train,li_shape,exclude,LiPDOS_014.00_015.00THz,14.5,191,-0.3542790985176427
train,li_shape,exclude,LiPDOS_015.00_016.00THz,15.5,191,-0.30568997696311345
train,li_shape,exclude,LiPDOS_016.00_017.00THz,16.5,191,-0.21801866642382806
train,li_shape,exclude,LiPDOS_017.00_018.00THz,17.5,191,-0.24232535853861503
train,li_shape,exclude,LiPDOS_018.00_019.00THz,18.5,191,-0.42288839908386183
train,li_shape,exclude,LiPDOS_019.00_020.00THz,19.5,191,-0.3357137243500229
train,li_shape,exclude,LiPDOS_020.00_021.00THz,20.5,191,-0.3705565642602681
train,li_shape,exclude,LiPDOS_021.00_022.00THz,21.5,191,-0.3255942708207645
train,li_shape,exclude,LiPDOS_022.00_023.00THz,22.5,191,-0.36057588562139453
train,li_shape,exclude,LiPDOS_023.00_024.00THz,23.5,191,-0.42287197423036654
train,li_shape,exclude,LiPDOS_024.00_025.00THz,24.5,191,-0.4306646146514622
train,li_shape,exclude,LiPDOS_025.00_026.00THz,25.5,191,-0.2648718167420762
train,li_shape,exclude,LiPDOS_026.00_027.00THz,26.5,191,-0.2351721700881072
train,li_shape,exclude,LiPDOS_027.00_028.00THz,27.5,191,-0.19475073649377855
train,li_shape,exclude,LiPDOS_028.00_029.00THz,28.5,191,-0.17221205658983296
train,li_shape,exclude,LiPDOS_029.00_030.00THz,29.5,191,-0.14726400366247377
train,li_shape,exclude,LiPDOS_030.00_031.00THz,30.5,191,-0.1176483613577214
train,li_shape,exclude,LiPDOS_031.00_032.00THz,31.5,191,-0.1895350774000341
train,li_shape,exclude,LiPDOS_032.00_033.00THz,32.5,191,-0.11959789115403653
train,li_shape,exclude,LiPDOS_033.00_034.00THz,33.5,191,-0.048402762968418174
train,li_shape,exclude,LiPDOS_034.00_035.00THz,34.5,191,-0.009897542207221782
train,li_shape,exclude,LiPDOS_035.00_036.00THz,35.5,191,0.008791603546625063
train,li_shape,exclude,LiPDOS_036.00_037.00THz,36.5,191,0.07417490453523687
train,li_shape,exclude,LiPDOS_037.00_038.00THz,37.5,191,0.05389241311412837
train,li_shape,exclude,LiPDOS_038.00_039.00THz,38.5,191,-0.11096312132748636
train,li_shape,exclude,LiPDOS_039.00_040.00THz,39.5,191,-0.11593217692902025
train,li_shape,exclude,LiPDOS_040.00_041.00THz,40.5,191,-0.11610341631378489
train,li_shape,exclude,LiPDOS_041.00_042.00THz,41.5,191,-0.11605982810675389
train,li_shape,exclude,LiPDOS_042.00_043.00THz,42.5,191,-0.11316907710875158
train,li_shape,exclude,LiPDOS_043.00_044.00THz,43.5,191,-0.11307533949234712
train,li_shape,exclude,LiPDOS_044.00_045.00THz,44.5,191,-0.054982319666573576
train,li_shape,exclude,LiPDOS_045.00_046.00THz,45.5,191,-0.08392637071241085
train,li_shape,exclude,LiPDOS_046.00_047.00THz,46.5,191,-0.06184231827784784
train,li_shape,exclude,LiPDOS_048.00_049.00THz,48.5,191,-0.06184231827784784
train,li_shape,exclude,LiPDOS_049.00_050.00THz,49.5,191,-0.1465058038467001
train,li_shape,exclude,LiPDOS_050.00_051.00THz,50.5,191,-0.1615481024641663
train,li_shape,exclude,LiPDOS_051.00_052.00THz,51.5,191,-0.1248458907261407
train,li_shape,exclude,LiPDOS_052.00_053.00THz,52.5,191,-0.10535856172225598
train,li_shape,exclude,LiPDOS_053.00_054.00THz,53.5,191,-0.10546601065410696
train,li_shape,exclude,LiPDOS_054.00_055.00THz,54.5,191,-0.08157922836652269
train,li_shape,exclude,LiPDOS_055.00_056.00THz,55.5,191,-0.08157922836652269
train,li_shape,exclude,LiPDOS_056.00_057.00THz,56.5,191,-0.08157922836652269
train,li_shape,exclude,LiPDOS_086.00_087.00THz,86.5,191,0.03684223216552637
train,li_shape,exclude,LiPDOS_087.00_088.00THz,87.5,191,0.03684223216552637
train,li_shape,exclude,LiPDOS_090.00_091.00THz,90.5,191,0.03684223216552637
train,li_shape,exclude,LiPDOS_091.00_092.00THz,91.5,191,0.03684223216552637
test,total_shape,limit,totalDOS_000.00_001.00THz,0.5,48,0.05353076751722976
test,total_shape,limit,totalDOS_001.00_002.00THz,1.5,48,0.2262001334721965
test,total_shape,limit,totalDOS_002.00_003.00THz,2.5,48,0.23251067110634147
test,total_shape,limit,totalDOS_003.00_004.00THz,3.5,48,0.3271143344320148
test,total_shape,limit,totalDOS_004.00_005.00THz,4.5,48,0.23272827585234646
test,total_shape,limit,totalDOS_005.00_006.00THz,5.5,48,0.19981555801909037
test,total_shape,limit,totalDOS_006.00_007.00THz,6.5,48,0.04210651835196731
test,total_shape,limit,totalDOS_007.00_008.00THz,7.5,48,0.13768940303466315
test,total_shape,limit,totalDOS_008.00_009.00THz,8.5,48,0.07920812754581964
test,total_shape,limit,totalDOS_009.00_010.00THz,9.5,48,0.13012763811098943
test,total_shape,limit,totalDOS_010.00_011.00THz,10.5,48,0.2229965153450156
test,total_shape,limit,totalDOS_011.00_012.00THz,11.5,48,0.17702626517020756
test,total_shape,limit,totalDOS_012.00_013.00THz,12.5,48,-0.058570355929643984
test,total_shape,limit,totalDOS_013.00_014.00THz,13.5,48,-0.0039297038939952065
test,total_shape,limit,totalDOS_014.00_015.00THz,14.5,48,-0.06968690651647144
test,total_shape,limit,totalDOS_015.00_016.00THz,15.5,48,-0.16393930693427936
test,total_shape,limit,totalDOS_016.00_017.00THz,16.5,48,-0.2093529653914476
test,total_shape,limit,totalDOS_017.00_018.00THz,17.5,48,0.0490896163698533
test,total_shape,limit,totalDOS_018.00_019.00THz,18.5,48,-0.09047023657867108
test,total_shape,limit,totalDOS_019.00_020.00THz,19.5,48,-0.040708313588541385
test,total_shape,limit,totalDOS_020.00_021.00THz,20.5,48,-0.1396808736322723
test,total_shape,limit,totalDOS_021.00_022.00THz,21.5,48,-0.1611394657234071
test,total_shape,limit,totalDOS_022.00_023.00THz,22.5,48,-0.2837534474913257
test,total_shape,limit,totalDOS_023.00_024.00THz,23.5,48,-0.46674070270625284
test,total_shape,limit,totalDOS_024.00_025.00THz,24.5,48,-0.54836455569162
test,total_shape,limit,totalDOS_025.00_026.00THz,25.5,48,-0.4729678167534402
test,total_shape,limit,totalDOS_026.00_027.00THz,26.5,48,-0.4307894597930363
test,total_shape,limit,totalDOS_027.00_028.00THz,27.5,48,-0.39761689025064145
test,total_shape,limit,totalDOS_028.00_029.00THz,28.5,48,-0.314830028985459
test,total_shape,limit,totalDOS_029.00_030.00THz,29.5,48,-0.2360300653039491
test,total_shape,limit,totalDOS_030.00_031.00THz,30.5,48,-0.20540143924179843
test,total_shape,limit,totalDOS_031.00_032.00THz,31.5,48,-0.2056284021580877
test,total_shape,limit,totalDOS_032.00_033.00THz,32.5,48,-0.1758002956446067
test,total_shape,limit,totalDOS_033.00_034.00THz,33.5,48,-0.1758002956446067
test,total_shape,limit,totalDOS_034.00_035.00THz,34.5,48,-0.17605958811605893
test,total_shape,limit,totalDOS_035.00_036.00THz,35.5,48,-0.3467406903828585
test,total_shape,limit,totalDOS_036.00_037.00THz,36.5,48,-0.34705490940450134
test,total_shape,half_limit,totalDOS_000.00_001.00THz,0.5,48,0.07093914719762968
test,total_shape,half_limit,totalDOS_001.00_002.00THz,1.5,48,0.2442613273906114
test,total_shape,half_limit,totalDOS_002.00_003.00THz,2.5,48,0.2501366555327464
test,total_shape,half_limit,totalDOS_003.00_004.00THz,3.5,48,0.3213478086628823
test,total_shape,half_limit,totalDOS_004.00_005.00THz,4.5,48,0.2446965368826214
test,total_shape,half_limit,totalDOS_005.00_006.00THz,5.5,48,0.2138510641364128
test,total_shape,half_limit,totalDOS_006.00_007.00THz,6.5,48,0.050593103446162274
test,total_shape,half_limit,totalDOS_007.00_008.00THz,7.5,48,0.15760023729412054
test,total_shape,half_limit,totalDOS_008.00_009.00THz,8.5,48,0.07376800889569467
test,total_shape,half_limit,totalDOS_009.00_010.00THz,9.5,48,0.14862404152141434
test,total_shape,half_limit,totalDOS_010.00_011.00THz,10.5,48,0.21178956678168964
test,total_shape,half_limit,totalDOS_011.00_012.00THz,11.5,48,0.1868187444973856
test,total_shape,half_limit,totalDOS_012.00_013.00THz,12.5,48,-0.07546041205819248
test,total_shape,half_limit,totalDOS_013.00_014.00THz,13.5,48,-0.02663465972596751
test,total_shape,half_limit,totalDOS_014.00_015.00THz,14.5,48,-0.08021396084468742
test,total_shape,half_limit,totalDOS_015.00_016.00THz,15.5,48,-0.16426718554814793
test,total_shape,half_limit,totalDOS_016.00_017.00THz,16.5,48,-0.19255184594811342
test,total_shape,half_limit,totalDOS_017.00_018.00THz,17.5,48,0.04392228833092138
test,total_shape,half_limit,totalDOS_018.00_019.00THz,18.5,48,-0.0741037616197155
test,total_shape,half_limit,totalDOS_019.00_020.00THz,19.5,48,-0.05454683378861211
test,total_shape,half_limit,totalDOS_020.00_021.00THz,20.5,48,-0.15573079916204213
test,total_shape,half_limit,totalDOS_021.00_022.00THz,21.5,48,-0.1793462545121904
test,total_shape,half_limit,totalDOS_022.00_023.00THz,22.5,48,-0.3050219874312605
test,total_shape,half_limit,totalDOS_023.00_024.00THz,23.5,48,-0.48800924264618767
test,total_shape,half_limit,totalDOS_024.00_025.00THz,24.5,48,-0.5724195402629827
test,total_shape,half_limit,totalDOS_025.00_026.00THz,25.5,48,-0.49388856564678946
test,total_shape,half_limit,totalDOS_026.00_027.00THz,26.5,48,-0.4468462502264639
test,total_shape,half_limit,totalDOS_027.00_028.00THz,27.5,48,-0.41374400887619195
test,total_shape,half_limit,totalDOS_028.00_029.00THz,28.5,48,-0.32585427257845395
test,total_shape,half_limit,totalDOS_029.00_030.00THz,29.5,48,-0.2399687882115598
test,total_shape,half_limit,totalDOS_030.00_031.00THz,30.5,48,-0.20540143924179843
test,total_shape,half_limit,totalDOS_031.00_032.00THz,31.5,48,-0.2056284021580877
test,total_shape,half_limit,totalDOS_032.00_033.00THz,32.5,48,-0.1758002956446067
test,total_shape,half_limit,totalDOS_033.00_034.00THz,33.5,48,-0.1758002956446067
test,total_shape,half_limit,totalDOS_034.00_035.00THz,34.5,48,-0.17605958811605893
test,total_shape,half_limit,totalDOS_035.00_036.00THz,35.5,48,-0.3467406903828585
test,total_shape,half_limit,totalDOS_036.00_037.00THz,36.5,48,-0.34705490940450134
test,total_shape,exclude,totalDOS_000.00_001.00THz,0.5,40,-0.019324577861163227
test,total_shape,exclude,totalDOS_001.00_002.00THz,1.5,40,0.08555347091932458
test,total_shape,exclude,totalDOS_002.00_003.00THz,2.5,40,0.058348968105065666
test,total_shape,exclude,totalDOS_003.00_004.00THz,3.5,40,0.24953095684803
test,total_shape,exclude,totalDOS_004.00_005.00THz,4.5,40,0.23433395872420262
test,total_shape,exclude,totalDOS_005.00_006.00THz,5.5,40,0.15440900562851784
test,total_shape,exclude,totalDOS_006.00_007.00THz,6.5,40,0.008067542213883677
test,total_shape,exclude,totalDOS_007.00_008.00THz,7.5,40,0.033395872420262665
test,total_shape,exclude,totalDOS_008.00_009.00THz,8.5,40,-0.09024390243902439
test,total_shape,exclude,totalDOS_009.00_010.00THz,9.5,40,-0.01707317073170732
test,total_shape,exclude,totalDOS_010.00_011.00THz,10.5,40,0.061728974222418756
test,total_shape,exclude,totalDOS_011.00_012.00THz,11.5,40,0.14597307582079572
test,total_shape,exclude,totalDOS_012.00_013.00THz,12.5,40,0.041760867166912616
test,total_shape,exclude,totalDOS_013.00_014.00THz,13.5,40,0.12434161460216327
test,total_shape,exclude,totalDOS_014.00_015.00THz,14.5,40,-0.037371525513341886
test,total_shape,exclude,totalDOS_015.00_016.00THz,15.5,40,-0.1570362112421211
test,total_shape,exclude,totalDOS_016.00_017.00THz,16.5,40,-0.15902380026365592
test,total_shape,exclude,totalDOS_017.00_018.00THz,17.5,40,0.14895770621592544
test,total_shape,exclude,totalDOS_018.00_019.00THz,18.5,40,0.080207371510979
test,total_shape,exclude,totalDOS_019.00_020.00THz,19.5,40,0.022109578952395802
test,total_shape,exclude,totalDOS_020.00_021.00THz,20.5,40,-0.03040791591100361
test,total_shape,exclude,totalDOS_021.00_022.00THz,21.5,40,0.01758329052838419
test,total_shape,exclude,totalDOS_022.00_023.00THz,22.5,40,-0.05205558220887882
test,total_shape,exclude,totalDOS_023.00_024.00THz,23.5,40,-0.3076460237652696
test,total_shape,exclude,totalDOS_024.00_025.00THz,24.5,40,-0.3446523618284536
test,total_shape,exclude,totalDOS_025.00_026.00THz,25.5,40,-0.2889032024737556
test,total_shape,exclude,totalDOS_026.00_027.00THz,26.5,40,-0.33457351334438484
test,total_shape,exclude,totalDOS_027.00_028.00THz,27.5,40,-0.2436853288179316
test,total_shape,exclude,totalDOS_028.00_029.00THz,28.5,40,-0.24218143144953388
test,total_shape,exclude,totalDOS_029.00_030.00THz,29.5,40,-0.30112541157585276
test,total_shape,exclude,totalDOS_030.00_031.00THz,30.5,40,-0.2684471173027107
test,total_shape,exclude,totalDOS_031.00_032.00THz,31.5,40,-0.26880744900378817
test,total_shape,exclude,totalDOS_032.00_033.00THz,32.5,40,-0.1988059433124666
test,total_shape,exclude,totalDOS_033.00_034.00THz,33.5,40,-0.1988059433124666
test,total_shape,exclude,totalDOS_034.00_035.00THz,34.5,40,-0.1992166993936907
test,total_shape,exclude,totalDOS_035.00_036.00THz,35.5,40,-0.3772372449933925
test,total_shape,exclude,totalDOS_036.00_037.00THz,36.5,40,-0.3777339365602041
test,li_shape,limit,LiPDOS_000.00_001.00THz,0.5,48,0.04074648868943607
test,li_shape,limit,LiPDOS_001.00_002.00THz,1.5,48,0.36149588430080465
test,li_shape,limit,LiPDOS_002.00_003.00THz,2.5,48,0.3461547497074522
test,li_shape,limit,LiPDOS_003.00_004.00THz,3.5,48,0.44244484981466425
test,li_shape,limit,LiPDOS_004.00_005.00THz,4.5,48,0.276194823866845
test,li_shape,limit,LiPDOS_005.00_006.00THz,5.5,48,0.14797122728339934
test,li_shape,limit,LiPDOS_006.00_007.00THz,6.5,48,0.10493988876091079
test,li_shape,limit,LiPDOS_007.00_008.00THz,7.5,48,0.10178461994383829
test,li_shape,limit,LiPDOS_008.00_009.00THz,8.5,48,-0.03579598071782234
test,li_shape,limit,LiPDOS_009.00_010.00THz,9.5,48,0.24529494993413517
test,li_shape,limit,LiPDOS_010.00_011.00THz,10.5,48,0.2251726218621663
test,li_shape,limit,LiPDOS_011.00_012.00THz,11.5,48,0.01860571072163829
test,li_shape,limit,LiPDOS_012.00_013.00THz,12.5,48,-0.2919800348157787
test,li_shape,limit,LiPDOS_013.00_014.00THz,13.5,48,-0.1563148882278093
test,li_shape,limit,LiPDOS_014.00_015.00THz,14.5,48,-0.20599032870368467
test,li_shape,limit,LiPDOS_015.00_016.00THz,15.5,48,-0.16372072119170034
test,li_shape,limit,LiPDOS_016.00_017.00THz,16.5,48,-0.15322070075945574
test,li_shape,limit,LiPDOS_017.00_018.00THz,17.5,48,-0.03695762880018704
test,li_shape,limit,LiPDOS_018.00_019.00THz,18.5,48,0.08399184024075117
test,li_shape,limit,LiPDOS_019.00_020.00THz,19.5,48,0.040938955591875895
test,li_shape,limit,LiPDOS_020.00_021.00THz,20.5,48,0.028319977293470692
test,li_shape,limit,LiPDOS_021.00_022.00THz,21.5,48,0.0177375416550518
test,li_shape,limit,LiPDOS_022.00_023.00THz,22.5,48,-0.21145338031746186
test,li_shape,limit,LiPDOS_023.00_024.00THz,23.5,48,-0.42005366381371295
test,li_shape,limit,LiPDOS_024.00_025.00THz,24.5,48,-0.48351791738945443
test,li_shape,limit,LiPDOS_025.00_026.00THz,25.5,48,-0.4348999983557319
test,li_shape,limit,LiPDOS_026.00_027.00THz,26.5,48,-0.412971164923874
test,li_shape,limit,LiPDOS_027.00_028.00THz,27.5,48,-0.37293961821585514
test,li_shape,limit,LiPDOS_028.00_029.00THz,28.5,48,-0.31315242669956844
test,li_shape,limit,LiPDOS_029.00_030.00THz,29.5,48,-0.24994129940316995
test,li_shape,limit,LiPDOS_030.00_031.00THz,30.5,48,-0.19609595967393795
test,li_shape,limit,LiPDOS_031.00_032.00THz,31.5,48,-0.20540143924179843
test,li_shape,limit,LiPDOS_032.00_033.00THz,32.5,48,-0.1537604355711678
test,li_shape,limit,LiPDOS_033.00_034.00THz,33.5,48,-0.16465071937216114
test,li_shape,limit,LiPDOS_034.00_035.00THz,34.5,48,-0.1758002956446067
test,li_shape,limit,LiPDOS_035.00_036.00THz,35.5,48,-0.3467406903828585
test,li_shape,limit,LiPDOS_036.00_037.00THz,36.5,48,-0.34705490940450134
test,li_shape,half_limit,LiPDOS_000.00_001.00THz,0.5,48,0.05869888023484849
test,li_shape,half_limit,LiPDOS_001.00_002.00THz,1.5,48,0.387064441956392
test,li_shape,half_limit,LiPDOS_002.00_003.00THz,2.5,48,0.3715057026170346
test,li_shape,half_limit,LiPDOS_003.00_004.00THz,3.5,48,0.46910143120027664
test,li_shape,half_limit,LiPDOS_004.00_005.00THz,4.5,48,0.2995873340623824
test,li_shape,half_limit,LiPDOS_005.00_006.00THz,5.5,48,0.16342116424975428
test,li_shape,half_limit,LiPDOS_006.00_007.00THz,6.5,48,0.11854018538622323
test,li_shape,half_limit,LiPDOS_007.00_008.00THz,7.5,48,0.11647294029917574
test,li_shape,half_limit,LiPDOS_008.00_009.00THz,8.5,48,-0.01773478679940742
test,li_shape,half_limit,LiPDOS_009.00_010.00THz,9.5,48,0.27108111233572757
test,li_shape,half_limit,LiPDOS_010.00_011.00THz,10.5,48,0.21962355024343208
test,li_shape,half_limit,LiPDOS_011.00_012.00THz,11.5,48,0.0031553544498684814
test,li_shape,half_limit,LiPDOS_012.00_013.00THz,12.5,48,-0.31693373064440844
test,li_shape,half_limit,LiPDOS_013.00_014.00THz,13.5,48,-0.1833861817197763
test,li_shape,half_limit,LiPDOS_014.00_015.00THz,14.5,48,-0.2215615965641708
test,li_shape,half_limit,LiPDOS_015.00_016.00THz,15.5,48,-0.17650798713257412
test,li_shape,half_limit,LiPDOS_016.00_017.00THz,16.5,48,-0.16561496920125962
test,li_shape,half_limit,LiPDOS_017.00_018.00THz,17.5,48,-0.04437162120387198
test,li_shape,half_limit,LiPDOS_018.00_019.00THz,18.5,48,0.08740152252386692
test,li_shape,half_limit,LiPDOS_019.00_020.00THz,19.5,48,0.027561719398474196
test,li_shape,half_limit,LiPDOS_020.00_021.00THz,20.5,48,0.014712431735622353
test,li_shape,half_limit,LiPDOS_021.00_022.00THz,21.5,48,0.003910392781096076
test,li_shape,half_limit,LiPDOS_022.00_023.00THz,22.5,48,-0.23025788209362377
test,li_shape,half_limit,LiPDOS_023.00_024.00THz,23.5,48,-0.44028471400048025
test,li_shape,half_limit,LiPDOS_024.00_025.00THz,24.5,48,-0.5066819766063222
test,li_shape,half_limit,LiPDOS_025.00_026.00THz,25.5,48,-0.45595315705220363
test,li_shape,half_limit,LiPDOS_026.00_027.00THz,26.5,48,-0.4294344563809327
test,li_shape,half_limit,LiPDOS_027.00_028.00THz,27.5,48,-0.38920576372610866
test,li_shape,half_limit,LiPDOS_028.00_029.00THz,28.5,48,-0.3243364419388387
test,li_shape,half_limit,LiPDOS_029.00_030.00THz,29.5,48,-0.25388002231078066
test,li_shape,half_limit,LiPDOS_030.00_031.00THz,30.5,48,-0.19609595967393795
test,li_shape,half_limit,LiPDOS_031.00_032.00THz,31.5,48,-0.20540143924179843
test,li_shape,half_limit,LiPDOS_032.00_033.00THz,32.5,48,-0.1537604355711678
test,li_shape,half_limit,LiPDOS_033.00_034.00THz,33.5,48,-0.16465071937216114
test,li_shape,half_limit,LiPDOS_034.00_035.00THz,34.5,48,-0.1758002956446067
test,li_shape,half_limit,LiPDOS_035.00_036.00THz,35.5,48,-0.3467406903828585
test,li_shape,half_limit,LiPDOS_036.00_037.00THz,36.5,48,-0.34705490940450134
test,li_shape,exclude,LiPDOS_000.00_001.00THz,0.5,40,0.0
test,li_shape,exclude,LiPDOS_001.00_002.00THz,1.5,40,0.20619136960600376
test,li_shape,exclude,LiPDOS_002.00_003.00THz,2.5,40,0.18874296435272045
test,li_shape,exclude,LiPDOS_003.00_004.00THz,3.5,40,0.23339587242026266
test,li_shape,exclude,LiPDOS_004.00_005.00THz,4.5,40,0.12814258911819887
test,li_shape,exclude,LiPDOS_005.00_006.00THz,5.5,40,0.042589118198874294
test,li_shape,exclude,LiPDOS_006.00_007.00THz,6.5,40,0.04390243902439024
test,li_shape,exclude,LiPDOS_007.00_008.00THz,7.5,40,0.04390243902439024
test,li_shape,exclude,LiPDOS_008.00_009.00THz,8.5,40,-0.22964352720450282
test,li_shape,exclude,LiPDOS_009.00_010.00THz,9.5,40,0.11819887429643527
test,li_shape,exclude,LiPDOS_010.00_011.00THz,10.5,40,-0.08593273615157383
test,li_shape,exclude,LiPDOS_011.00_012.00THz,11.5,40,0.025329518297952984
test,li_shape,exclude,LiPDOS_012.00_013.00THz,12.5,40,-0.10214482374609707
test,li_shape,exclude,LiPDOS_013.00_014.00THz,13.5,40,0.0711332150303726
test,li_shape,exclude,LiPDOS_014.00_015.00THz,14.5,40,-0.10945197421337534
test,li_shape,exclude,LiPDOS_015.00_016.00THz,15.5,40,-0.08291436319045166
test,li_shape,exclude,LiPDOS_016.00_017.00THz,16.5,40,-0.04257179766962217
test,li_shape,exclude,LiPDOS_017.00_018.00THz,17.5,40,0.0665095174385506
test,li_shape,exclude,LiPDOS_018.00_019.00THz,18.5,40,0.2001213625818486
test,li_shape,exclude,LiPDOS_019.00_020.00THz,19.5,40,0.12373250606386642
test,li_shape,exclude,LiPDOS_020.00_021.00THz,20.5,40,0.12142620475272388
test,li_shape,exclude,LiPDOS_021.00_022.00THz,21.5,40,0.1287187037398381
test,li_shape,exclude,LiPDOS_022.00_023.00THz,22.5,40,-0.023190638519595304
test,li_shape,exclude,LiPDOS_023.00_024.00THz,23.5,40,-0.27187323030419175
test,li_shape,exclude,LiPDOS_024.00_025.00THz,24.5,40,-0.2923500706991536
test,li_shape,exclude,LiPDOS_025.00_026.00THz,25.5,40,-0.24708151330570752
test,li_shape,exclude,LiPDOS_026.00_027.00THz,26.5,40,-0.3125080822495865
test,li_shape,exclude,LiPDOS_027.00_028.00THz,27.5,40,-0.2316017587939019
test,li_shape,exclude,LiPDOS_028.00_029.00THz,28.5,40,-0.23251833194032556
test,li_shape,exclude,LiPDOS_029.00_030.00THz,29.5,40,-0.3155726326392286
test,li_shape,exclude,LiPDOS_030.00_031.00THz,30.5,40,-0.2565561711671544
test,li_shape,exclude,LiPDOS_031.00_032.00THz,31.5,40,-0.2684471173027107
test,li_shape,exclude,LiPDOS_032.00_033.00THz,32.5,40,-0.17046377370800336
test,li_shape,exclude,LiPDOS_033.00_034.00THz,33.5,40,-0.18442948046962293
test,li_shape,exclude,LiPDOS_034.00_035.00THz,34.5,40,-0.1988059433124666
test,li_shape,exclude,LiPDOS_035.00_036.00THz,35.5,40,-0.3772372449933925
test,li_shape,exclude,LiPDOS_036.00_037.00THz,36.5,40,-0.3777339365602041
