scale_mult,alpha,cv_MAE,cv_MAE_sd,model,scope
0.25,9.999999999999999e-06,3.1315421413610203,1.1384085205993002,Li_scalar_RBF,outer_fold_1
0.25,0.00021544346900318823,2.6848984277105705,0.8439928014150219,Li_scalar_RBF,outer_fold_1
0.25,0.004641588833612777,2.655531038208805,0.8310696717387862,Li_scalar_RBF,outer_fold_1
0.25,0.1,2.66349029379829,0.8200146114674898,Li_scalar_RBF,outer_fold_1
0.25,2.154434690031882,3.074468416704975,0.8674244224182894,Li_scalar_RBF,outer_fold_1
0.25,46.41588833612773,5.808658253340762,0.8254419880093646,Li_scalar_RBF,outer_fold_1
0.25,1000.0,6.484136327876118,0.7832067331935519,Li_scalar_RBF,outer_fold_1
0.5,9.999999999999999e-06,2.423231506818783,0.9836587294306748,Li_scalar_RBF,outer_fold_1
0.5,0.00021544346900318823,2.1815564787774218,0.6594301827766054,Li_scalar_RBF,outer_fold_1
0.5,0.004641588833612777,2.1713726447862185,0.6592761659112553,Li_scalar_RBF,outer_fold_1
0.5,0.1,2.1975884475004492,0.6266053848351432,Li_scalar_RBF,outer_fold_1
0.5,2.154434690031882,2.238122285083049,0.5072570522269012,Li_scalar_RBF,outer_fold_1
0.5,46.41588833612773,4.207436139278519,0.877435859775052,Li_scalar_RBF,outer_fold_1
0.5,1000.0,6.335965713494598,0.7927220422168909,Li_scalar_RBF,outer_fold_1
1.0,9.999999999999999e-06,3.655276448815538,0.7402361218320467,Li_scalar_RBF,outer_fold_1
1.0,0.00021544346900318823,2.6232227979291207,0.5308161784940229,Li_scalar_RBF,outer_fold_1
1.0,0.004641588833612777,2.130621188468087,0.6729866644487007,Li_scalar_RBF,outer_fold_1
1.0,0.1,2.2168141621335327,0.44980693611436456,Li_scalar_RBF,outer_fold_1
1.0,2.154434690031882,2.1934138913124146,0.28821520019530894,Li_scalar_RBF,outer_fold_1
1.0,46.41588833612773,3.0920426415612092,0.8280549772677683,Li_scalar_RBF,outer_fold_1
1.0,1000.0,6.067747019086047,0.8090167502093518,Li_scalar_RBF,outer_fold_1
2.0,9.999999999999999e-06,2.9947163902656913,0.8247676363006464,Li_scalar_RBF,outer_fold_1
2.0,0.00021544346900318823,2.508237531621497,1.049300240199513,Li_scalar_RBF,outer_fold_1
2.0,0.004641588833612777,2.4061437033883615,0.7225533824291177,Li_scalar_RBF,outer_fold_1
2.0,0.1,2.2139767234762004,0.15209311450184979,Li_scalar_RBF,outer_fold_1
2.0,2.154434690031882,2.3240972987466604,0.40334325528353177,Li_scalar_RBF,outer_fold_1
2.0,46.41588833612773,2.7840776024327942,0.7097653149230055,Li_scalar_RBF,outer_fold_1
2.0,1000.0,5.878199366685556,0.8115559301569396,Li_scalar_RBF,outer_fold_1
4.0,9.999999999999999e-06,2.864519067068283,1.3887517812964218,Li_scalar_RBF,outer_fold_1
4.0,0.00021544346900318823,2.5478242463135943,0.9103006847873978,Li_scalar_RBF,outer_fold_1
4.0,0.004641588833612777,2.2520706099130354,0.20804886704746725,Li_scalar_RBF,outer_fold_1
4.0,0.1,2.2461710628672114,0.27074018667166194,Li_scalar_RBF,outer_fold_1
4.0,2.154434690031882,2.4560792099935944,0.5143926129584022,Li_scalar_RBF,outer_fold_1
4.0,46.41588833612773,2.739676101637774,0.6656165905977738,Li_scalar_RBF,outer_fold_1
4.0,1000.0,5.808745661016519,0.809702339510584,Li_scalar_RBF,outer_fold_1
0.25,9.999999999999999e-06,2.680353445287314,0.9844353113099086,Li_scalar_RBF,outer_fold_2
0.25,0.00021544346900318823,2.670522880103767,0.996354426340476,Li_scalar_RBF,outer_fold_2
0.25,0.004641588833612777,2.627970532285948,0.995611537135006,Li_scalar_RBF,outer_fold_2
0.25,0.1,2.574315198417737,0.9591189051446453,Li_scalar_RBF,outer_fold_2
0.25,2.154434690031882,3.3595979234230016,1.292562196127083,Li_scalar_RBF,outer_fold_2
0.25,46.41588833612773,5.318422545436499,1.5669853426102476,Li_scalar_RBF,outer_fold_2
0.25,1000.0,5.822397185386107,1.4721074449566909,Li_scalar_RBF,outer_fold_2
0.5,9.999999999999999e-06,3.5231709576922468,1.7259180258512323,Li_scalar_RBF,outer_fold_2
0.5,0.00021544346900318823,2.8043113602458596,1.1831153932107332,Li_scalar_RBF,outer_fold_2
0.5,0.004641588833612777,2.0616428059041647,0.6378475011843348,Li_scalar_RBF,outer_fold_2
0.5,0.1,1.71114163263362,0.5451927744185925,Li_scalar_RBF,outer_fold_2
0.5,2.154434690031882,2.0314086575839103,0.6230455954980681,Li_scalar_RBF,outer_fold_2
0.5,46.41588833612773,4.018231109215018,1.7018656539493022,Li_scalar_RBF,outer_fold_2
0.5,1000.0,5.702899403856255,1.493787000794701,Li_scalar_RBF,outer_fold_2
1.0,9.999999999999999e-06,4.736758468819067,3.3936305875112254,Li_scalar_RBF,outer_fold_2
1.0,0.00021544346900318823,2.8159400276786655,1.4404628916743265,Li_scalar_RBF,outer_fold_2
1.0,0.004641588833612777,2.156953333666055,1.0159354902253541,Li_scalar_RBF,outer_fold_2
1.0,0.1,1.747442235715876,0.5523069145347682,Li_scalar_RBF,outer_fold_2
1.0,2.154434690031882,1.9616729031582498,0.3507665877739599,Li_scalar_RBF,outer_fold_2
1.0,46.41588833612773,3.1977265514043705,1.109691139826675,Li_scalar_RBF,outer_fold_2
1.0,1000.0,5.461308414807684,1.5274588174675472,Li_scalar_RBF,outer_fold_2
2.0,9.999999999999999e-06,3.5497901319457057,2.29310685887288,Li_scalar_RBF,outer_fold_2
2.0,0.00021544346900318823,2.878954669641946,1.9276389170942558,Li_scalar_RBF,outer_fold_2
2.0,0.004641588833612777,1.8860549314193575,0.700553823376144,Li_scalar_RBF,outer_fold_2
2.0,0.1,1.7524547629346365,0.4550798537037392,Li_scalar_RBF,outer_fold_2
2.0,2.154434690031882,2.311512379001983,0.236340886587682,Li_scalar_RBF,outer_fold_2
2.0,46.41588833612773,2.9011928695760134,0.8290365846259444,Li_scalar_RBF,outer_fold_2
2.0,1000.0,5.282797027128472,1.5287185718757095,Li_scalar_RBF,outer_fold_2
4.0,9.999999999999999e-06,3.213738028786199,2.405183788747282,Li_scalar_RBF,outer_fold_2
4.0,0.00021544346900318823,2.0094695636936226,0.844312509423384,Li_scalar_RBF,outer_fold_2
4.0,0.004641588833612777,1.7642483143450787,0.4850014282932603,Li_scalar_RBF,outer_fold_2
4.0,0.1,2.0637801167088585,0.3281769068583324,Li_scalar_RBF,outer_fold_2
4.0,2.154434690031882,2.5323395224127054,0.38121973268639436,Li_scalar_RBF,outer_fold_2
4.0,46.41588833612773,2.857027177738349,0.7903513598087798,Li_scalar_RBF,outer_fold_2
4.0,1000.0,5.215254327714479,1.524084526788078,Li_scalar_RBF,outer_fold_2
0.25,9.999999999999999e-06,2.826587614302689,0.7120455932868178,Li_scalar_RBF,outer_fold_3
0.25,0.00021544346900318823,2.7585008603774965,0.6488394960507352,Li_scalar_RBF,outer_fold_3
0.25,0.004641588833612777,2.7309554291019977,0.6420280000000511,Li_scalar_RBF,outer_fold_3
0.25,0.1,2.6349676448646053,0.660596191494698,Li_scalar_RBF,outer_fold_3
0.25,2.154434690031882,3.1595257141088617,1.1027149665892944,Li_scalar_RBF,outer_fold_3
0.25,46.41588833612773,5.351660757303462,1.5161113590247564,Li_scalar_RBF,outer_fold_3
0.25,1000.0,5.919419686216727,1.5287315525395835,Li_scalar_RBF,outer_fold_3
0.5,9.999999999999999e-06,3.5037715379545173,1.7066763574515211,Li_scalar_RBF,outer_fold_3
0.5,0.00021544346900318823,3.015786324118312,1.2021172663810942,Li_scalar_RBF,outer_fold_3
0.5,0.004641588833612777,2.342667684628401,0.6649242158571407,Li_scalar_RBF,outer_fold_3
0.5,0.1,1.825672760533773,0.4000939087844495,Li_scalar_RBF,outer_fold_3
0.5,2.154434690031882,2.042059097889855,0.4930568993528346,Li_scalar_RBF,outer_fold_3
0.5,46.41588833612773,3.984629285872174,1.5142327671516493,Li_scalar_RBF,outer_fold_3
0.5,1000.0,5.799188338102568,1.5332632773529231,Li_scalar_RBF,outer_fold_3
1.0,9.999999999999999e-06,6.189460186044356,5.142596948102828,Li_scalar_RBF,outer_fold_3
1.0,0.00021544346900318823,3.4494104853288627,1.72841593564741,Li_scalar_RBF,outer_fold_3
1.0,0.004641588833612777,2.0531904404305164,0.6824546374431918,Li_scalar_RBF,outer_fold_3
1.0,0.1,1.6703809888386056,0.2385486841878085,Li_scalar_RBF,outer_fold_3
1.0,2.154434690031882,1.991648243795665,0.15122054116865274,Li_scalar_RBF,outer_fold_3
1.0,46.41588833612773,3.0319622974118947,1.0653085195478293,Li_scalar_RBF,outer_fold_3
1.0,1000.0,5.546887210882857,1.5695252851184234,Li_scalar_RBF,outer_fold_3
2.0,9.999999999999999e-06,3.9949383236617413,1.9842664389938052,Li_scalar_RBF,outer_fold_3
2.0,0.00021544346900318823,2.6723738583492347,1.4869540905511036,Li_scalar_RBF,outer_fold_3
2.0,0.004641588833612777,1.7601356986139556,0.33198222859900006,Li_scalar_RBF,outer_fold_3
2.0,0.1,1.8105633903700946,0.14771197066153113,Li_scalar_RBF,outer_fold_3
2.0,2.154434690031882,2.2597765923627158,0.11073022453585113,Li_scalar_RBF,outer_fold_3
2.0,46.41588833612773,2.836350962347072,0.6990500515264098,Li_scalar_RBF,outer_fold_3
2.0,1000.0,5.366747800562148,1.58555363588703,Li_scalar_RBF,outer_fold_3
4.0,9.999999999999999e-06,3.0368151178556264,2.1338335562690176,Li_scalar_RBF,outer_fold_3
4.0,0.00021544346900318823,1.8616981344091945,0.4029810377215976,Li_scalar_RBF,outer_fold_3
4.0,0.004641588833612777,1.7799856409661545,0.15840486821149882,Li_scalar_RBF,outer_fold_3
4.0,0.1,2.0505314175549048,0.14404687473423708,Li_scalar_RBF,outer_fold_3
4.0,2.154434690031882,2.44936810617755,0.3239240057819505,Li_scalar_RBF,outer_fold_3
4.0,46.41588833612773,2.8135227533094342,0.6092214660123448,Li_scalar_RBF,outer_fold_3
4.0,1000.0,5.301828763230238,1.5876730676621644,Li_scalar_RBF,outer_fold_3
0.25,9.999999999999999e-06,3.496107289761473,0.5908514673656298,Li_scalar_RBF,outer_fold_4
0.25,0.00021544346900318823,2.929448385940117,0.23327193879576621,Li_scalar_RBF,outer_fold_4
0.25,0.004641588833612777,2.872422784341037,0.30949308682564514,Li_scalar_RBF,outer_fold_4
0.25,0.1,2.790594291139322,0.39764610762061775,Li_scalar_RBF,outer_fold_4
0.25,2.154434690031882,3.0502080623501544,1.1244096023064014,Li_scalar_RBF,outer_fold_4
0.25,46.41588833612773,5.122079005063065,1.407950994616255,Li_scalar_RBF,outer_fold_4
0.25,1000.0,5.614603795938757,1.3250479467168188,Li_scalar_RBF,outer_fold_4
0.5,9.999999999999999e-06,3.3879457736440814,0.43046273285777864,Li_scalar_RBF,outer_fold_4
0.5,0.00021544346900318823,2.649454620182125,0.3471255344134872,Li_scalar_RBF,outer_fold_4
0.5,0.004641588833612777,2.31072060495886,0.31713122987130676,Li_scalar_RBF,outer_fold_4
0.5,0.1,1.9924418031523967,0.28263360788114145,Li_scalar_RBF,outer_fold_4
0.5,2.154434690031882,2.02784783665912,0.2550046438072899,Li_scalar_RBF,outer_fold_4
0.5,46.41588833612773,3.7578322518943574,1.6165629833328272,Li_scalar_RBF,outer_fold_4
0.5,1000.0,5.493676998946527,1.3509927516911977,Li_scalar_RBF,outer_fold_4
1.0,9.999999999999999e-06,4.713906783676027,1.7591967641549173,Li_scalar_RBF,outer_fold_4
1.0,0.00021544346900318823,3.1690222320089796,0.6631279729395994,Li_scalar_RBF,outer_fold_4
1.0,0.004641588833612777,2.0301201381208807,0.31623236985172953,Li_scalar_RBF,outer_fold_4
1.0,0.1,1.7442259442846055,0.05621475968700406,Li_scalar_RBF,outer_fold_4
1.0,2.154434690031882,1.9789886505705456,0.2645696368343013,Li_scalar_RBF,outer_fold_4
1.0,46.41588833612773,2.9085607091017187,0.877353908895421,Li_scalar_RBF,outer_fold_4
1.0,1000.0,5.256173502445533,1.3831280899731542,Li_scalar_RBF,outer_fold_4
2.0,9.999999999999999e-06,3.645911413631853,1.021781474167638,Li_scalar_RBF,outer_fold_4
2.0,0.00021544346900318823,2.1309736676425253,0.3007504168392673,Li_scalar_RBF,outer_fold_4
2.0,0.004641588833612777,1.7402776810550127,0.07872872392456955,Li_scalar_RBF,outer_fold_4
2.0,0.1,1.8831795154069484,0.1745528201857187,Li_scalar_RBF,outer_fold_4
2.0,2.154434690031882,2.120477518772427,0.3812929877548502,Li_scalar_RBF,outer_fold_4
2.0,46.41588833612773,2.5842271485125385,0.5648398698724958,Li_scalar_RBF,outer_fold_4
2.0,1000.0,5.087564773992344,1.379283660962708,Li_scalar_RBF,outer_fold_4
4.0,9.999999999999999e-06,2.133912416713697,0.3729694671337993,Li_scalar_RBF,outer_fold_4
4.0,0.00021544346900318823,1.7896367330782916,0.12670230095656615,Li_scalar_RBF,outer_fold_4
4.0,0.004641588833612777,1.8793691581603311,0.1375111984633808,Li_scalar_RBF,outer_fold_4
4.0,0.1,1.9699111905851434,0.2873563828797542,Li_scalar_RBF,outer_fold_4
4.0,2.154434690031882,2.235838891967982,0.3998624487008466,Li_scalar_RBF,outer_fold_4
4.0,46.41588833612773,2.5212094008048083,0.5014348675719346,Li_scalar_RBF,outer_fold_4
4.0,1000.0,5.026017619956276,1.3727074728105289,Li_scalar_RBF,outer_fold_4
0.25,9.999999999999999e-06,2.9391638233973443,0.983913681227595,Li_scalar_RBF,outer_fold_5
0.25,0.00021544346900318823,2.6528738796779985,0.7598110016138812,Li_scalar_RBF,outer_fold_5
0.25,0.004641588833612777,2.5311370330757175,0.709537583958489,Li_scalar_RBF,outer_fold_5
0.25,0.1,2.492155232780972,0.7556985578487804,Li_scalar_RBF,outer_fold_5
0.25,2.154434690031882,3.2771754098593413,1.343615122224695,Li_scalar_RBF,outer_fold_5
0.25,46.41588833612773,5.181932919643447,1.6424498225951571,Li_scalar_RBF,outer_fold_5
0.25,1000.0,5.724073744631032,1.4425479244436041,Li_scalar_RBF,outer_fold_5
0.5,9.999999999999999e-06,2.9577343627731496,1.1490041152257784,Li_scalar_RBF,outer_fold_5
0.5,0.00021544346900318823,2.368490405529378,0.6601232460841341,Li_scalar_RBF,outer_fold_5
0.5,0.004641588833612777,1.9359045420382688,0.3159876792470012,Li_scalar_RBF,outer_fold_5
0.5,0.1,1.7502926845017812,0.3868026654948407,Li_scalar_RBF,outer_fold_5
0.5,2.154434690031882,2.106089230353972,0.5255162100609876,Li_scalar_RBF,outer_fold_5
0.5,46.41588833612773,3.941948630911926,1.8035086781206617,Li_scalar_RBF,outer_fold_5
0.5,1000.0,5.606272960742492,1.4717066997356012,Li_scalar_RBF,outer_fold_5
1.0,9.999999999999999e-06,3.5473850364375363,1.8674620799356627,Li_scalar_RBF,outer_fold_5
1.0,0.00021544346900318823,2.1133423077964166,0.3654799638415552,Li_scalar_RBF,outer_fold_5
1.0,0.004641588833612777,1.7441343483959761,0.2140676375582779,Li_scalar_RBF,outer_fold_5
1.0,0.1,1.7488223927634379,0.25070652295252194,Li_scalar_RBF,outer_fold_5
1.0,2.154434690031882,2.166443477035744,0.08337961592089066,Li_scalar_RBF,outer_fold_5
1.0,46.41588833612773,3.139228198230731,0.9867889071904162,Li_scalar_RBF,outer_fold_5
1.0,1000.0,5.368325828570371,1.5032339483985035,Li_scalar_RBF,outer_fold_5
2.0,9.999999999999999e-06,2.534544218320597,0.5802061178972289,Li_scalar_RBF,outer_fold_5
2.0,0.00021544346900318823,2.0627915863716524,0.4002355995887373,Li_scalar_RBF,outer_fold_5
2.0,0.004641588833612777,1.8696446037837704,0.21984061040804695,Li_scalar_RBF,outer_fold_5
2.0,0.1,2.0314268166031177,0.18780875586170104,Li_scalar_RBF,outer_fold_5
2.0,2.154434690031882,2.438724520931241,0.2033311905611757,Li_scalar_RBF,outer_fold_5
2.0,46.41588833612773,2.810635916384862,0.6128743892129515,Li_scalar_RBF,outer_fold_5
2.0,1000.0,5.191422982157538,1.496671772340026,Li_scalar_RBF,outer_fold_5
4.0,9.999999999999999e-06,2.319482849229848,0.571720576170652,Li_scalar_RBF,outer_fold_5
4.0,0.00021544346900318823,2.0092086095192414,0.28269585772404354,Li_scalar_RBF,outer_fold_5
4.0,0.004641588833612777,2.0052223293546376,0.23918525275281838,Li_scalar_RBF,outer_fold_5
4.0,0.1,2.302629790907477,0.10072672036092717,Li_scalar_RBF,outer_fold_5
4.0,2.154434690031882,2.5652262158585364,0.3529828143693857,Li_scalar_RBF,outer_fold_5
4.0,46.41588833612773,2.7623504341718856,0.5378180586815801,Li_scalar_RBF,outer_fold_5
4.0,1000.0,5.125419521096863,1.4882560453822116,Li_scalar_RBF,outer_fold_5
0.25,9.999999999999999e-06,2.820818189600926,0.5476279876484489,Li_scalar_RBF,full_train
0.25,0.00021544346900318823,2.726483899252983,0.4091825176720153,Li_scalar_RBF,full_train
0.25,0.004641588833612777,2.6297508299835943,0.3860925094184251,Li_scalar_RBF,full_train
0.25,0.1,2.471288983580934,0.42149634644026956,Li_scalar_RBF,full_train
0.25,2.154434690031882,2.9376186871398606,1.06498902325643,Li_scalar_RBF,full_train
0.25,46.41588833612773,5.232921896552342,1.499756725694323,Li_scalar_RBF,full_train
0.25,1000.0,5.901977717270858,1.438040690994212,Li_scalar_RBF,full_train
0.5,9.999999999999999e-06,3.2407593275630178,1.045801275473742,Li_scalar_RBF,full_train
0.5,0.00021544346900318823,2.724104769816879,0.6629859827507351,Li_scalar_RBF,full_train
0.5,0.004641588833612777,2.14255794563809,0.3531111630389193,Li_scalar_RBF,full_train
0.5,0.1,1.8189366524412847,0.39366882841223194,Li_scalar_RBF,full_train
0.5,2.154434690031882,1.9298711894249294,0.5257252482806911,Li_scalar_RBF,full_train
0.5,46.41588833612773,3.7630757936257573,1.501367908750131,Li_scalar_RBF,full_train
0.5,1000.0,5.747442550224285,1.4525773085971292,Li_scalar_RBF,full_train
1.0,9.999999999999999e-06,4.37784274532561,1.5604508598916274,Li_scalar_RBF,full_train
1.0,0.00021544346900318823,2.8825258628235244,0.9861600949426071,Li_scalar_RBF,full_train
1.0,0.004641588833612777,1.8846081813517253,0.27943989536937447,Li_scalar_RBF,full_train
1.0,0.1,1.744999591374266,0.4013175747701203,Li_scalar_RBF,full_train
1.0,2.154434690031882,1.946929311624281,0.34033589012900745,Li_scalar_RBF,full_train
1.0,46.41588833612773,2.9469283216881332,0.9264640923899834,Li_scalar_RBF,full_train
1.0,1000.0,5.44737837286354,1.4865077479104187,Li_scalar_RBF,full_train
2.0,9.999999999999999e-06,3.837039179894922,1.85418497684399,Li_scalar_RBF,full_train
2.0,0.00021544346900318823,2.0793569769515954,0.26578463158835075,Li_scalar_RBF,full_train
2.0,0.004641588833612777,1.8709000916447867,0.3239235879116293,Li_scalar_RBF,full_train
2.0,0.1,1.8371889248815587,0.29268519435654416,Li_scalar_RBF,full_train
2.0,2.154434690031882,2.203600385164058,0.2439303502945266,Li_scalar_RBF,full_train
2.0,46.41588833612773,2.7193819115262565,0.6979105531688304,Li_scalar_RBF,full_train
2.0,1000.0,5.232272087791472,1.4981652413153466,Li_scalar_RBF,full_train
4.0,9.999999999999999e-06,2.2727111883272726,0.3795680170917326,Li_scalar_RBF,full_train
4.0,0.00021544346900318823,1.977486705738992,0.3207615963625758,Li_scalar_RBF,full_train
4.0,0.004641588833612777,1.8333474566411496,0.2769427451822399,Li_scalar_RBF,full_train
4.0,0.1,2.0606227970175173,0.1476913423135912,Li_scalar_RBF,full_train
4.0,2.154434690031882,2.381087444562873,0.32377664547454144,Li_scalar_RBF,full_train
4.0,46.41588833612773,2.7019950283824636,0.6496112518422085,Li_scalar_RBF,full_train
4.0,1000.0,5.152756244169805,1.4998866861980882,Li_scalar_RBF,full_train
0.25,9.999999999999999e-06,4.022138100535486,2.0234789599251766,total_scalar_RBF,outer_fold_1
0.25,0.00021544346900318823,3.0513300397210417,1.1910124965315978,total_scalar_RBF,outer_fold_1
0.25,0.004641588833612777,2.9986092625664407,1.1734783926457697,total_scalar_RBF,outer_fold_1
0.25,0.1,3.050259879874929,1.14131464113914,total_scalar_RBF,outer_fold_1
0.25,2.154434690031882,3.7448401849356054,0.9551574275077689,total_scalar_RBF,outer_fold_1
0.25,46.41588833612773,5.8149430554291985,0.813853663827839,total_scalar_RBF,outer_fold_1
0.25,1000.0,6.482792426390473,0.7816805717416869,total_scalar_RBF,outer_fold_1
0.5,9.999999999999999e-06,3.658290968406468,1.8177465267463884,total_scalar_RBF,outer_fold_1
0.5,0.00021544346900318823,2.982935827934992,1.2633098300587062,total_scalar_RBF,outer_fold_1
0.5,0.004641588833612777,2.2745444854732635,0.689430389142719,total_scalar_RBF,outer_fold_1
0.5,0.1,2.162718166502102,0.5806774947411977,total_scalar_RBF,outer_fold_1
0.5,2.154434690031882,2.89223725740008,0.81240619309426,total_scalar_RBF,outer_fold_1
0.5,46.41588833612773,4.3413073655792,0.91476683021132,total_scalar_RBF,outer_fold_1
0.5,1000.0,6.348727814410334,0.7887029520057753,total_scalar_RBF,outer_fold_1
1.0,9.999999999999999e-06,4.435228737382752,1.6726429776076421,total_scalar_RBF,outer_fold_1
1.0,0.00021544346900318823,2.9534339523907045,0.7528360530482996,total_scalar_RBF,outer_fold_1
1.0,0.004641588833612777,2.141890344344125,0.16201454102036297,total_scalar_RBF,outer_fold_1
1.0,0.1,2.2845335390425503,0.6384277684473758,total_scalar_RBF,outer_fold_1
1.0,2.154434690031882,2.8246364054235045,0.5844363550088075,total_scalar_RBF,outer_fold_1
1.0,46.41588833612773,3.245639709570051,0.8192393800136514,total_scalar_RBF,outer_fold_1
1.0,1000.0,6.100506701405973,0.7979277163841841,total_scalar_RBF,outer_fold_1
2.0,9.999999999999999e-06,4.4049379573503025,2.235023064924911,total_scalar_RBF,outer_fold_1
2.0,0.00021544346900318823,2.983682823119589,0.6190759328890519,total_scalar_RBF,outer_fold_1
2.0,0.004641588833612777,2.4447231978576034,0.43348865978279516,total_scalar_RBF,outer_fold_1
2.0,0.1,2.6178713913239924,0.668552165603196,total_scalar_RBF,outer_fold_1
2.0,2.154434690031882,2.6812704730100725,0.49823987282603455,total_scalar_RBF,outer_fold_1
2.0,46.41588833612773,2.878926787468424,0.7171032757151091,total_scalar_RBF,outer_fold_1
2.0,1000.0,5.904516598707292,0.8018642998745945,total_scalar_RBF,outer_fold_1
4.0,9.999999999999999e-06,3.70357401949728,0.9641970360855215,total_scalar_RBF,outer_fold_1
4.0,0.00021544346900318823,2.614663430899198,0.27509847903299706,total_scalar_RBF,outer_fold_1
4.0,0.004641588833612777,2.5948047813752835,0.5120886408631777,total_scalar_RBF,outer_fold_1
4.0,0.1,2.738445388031438,0.5568514992900194,total_scalar_RBF,outer_fold_1
4.0,2.154434690031882,2.6192986535665863,0.5260847071063092,total_scalar_RBF,outer_fold_1
4.0,46.41588833612773,2.758236859173409,0.6740450531857022,total_scalar_RBF,outer_fold_1
4.0,1000.0,5.819180067444947,0.8052116407517554,total_scalar_RBF,outer_fold_1
0.25,9.999999999999999e-06,4.048087323066699,1.794370601014792,total_scalar_RBF,outer_fold_2
0.25,0.00021544346900318823,2.9965762123656168,1.1244891277239542,total_scalar_RBF,outer_fold_2
0.25,0.004641588833612777,2.9427524127017977,1.0423981055358045,total_scalar_RBF,outer_fold_2
0.25,0.1,2.943037568106645,0.9929676648920113,total_scalar_RBF,outer_fold_2
0.25,2.154434690031882,3.3132308985353607,1.134381423366064,total_scalar_RBF,outer_fold_2
0.25,46.41588833612773,5.268316171380468,1.3494489191644816,total_scalar_RBF,outer_fold_2
0.25,1000.0,5.82044139865947,1.4592457750552301,total_scalar_RBF,outer_fold_2
0.5,9.999999999999999e-06,3.8983822225117244,1.8420050744864624,total_scalar_RBF,outer_fold_2
0.5,0.00021544346900318823,2.960304581101092,1.2127709249801957,total_scalar_RBF,outer_fold_2
0.5,0.004641588833612777,2.436564163905427,1.1629491482780814,total_scalar_RBF,outer_fold_2
0.5,0.1,2.2130192961552466,0.8905216304402607,total_scalar_RBF,outer_fold_2
0.5,2.154434690031882,2.6259261979429542,1.0381551331346994,total_scalar_RBF,outer_fold_2
0.5,46.41588833612773,3.997266548673128,1.250013700768295,total_scalar_RBF,outer_fold_2
0.5,1000.0,5.710900048733195,1.450574065292918,total_scalar_RBF,outer_fold_2
1.0,9.999999999999999e-06,3.960432142366883,1.4438515893834165,total_scalar_RBF,outer_fold_2
1.0,0.00021544346900318823,2.7814449563488233,1.459251129241019,total_scalar_RBF,outer_fold_2
1.0,0.004641588833612777,2.257657678886991,1.175139067782377,total_scalar_RBF,outer_fold_2
1.0,0.1,2.1541764634213365,0.9870999981870151,total_scalar_RBF,outer_fold_2
1.0,2.154434690031882,2.7267656074429194,0.8449862142045715,total_scalar_RBF,outer_fold_2
1.0,46.41588833612773,3.000651971637044,1.2818362439962803,total_scalar_RBF,outer_fold_2
1.0,1000.0,5.487439183101771,1.4687191115973308,total_scalar_RBF,outer_fold_2
2.0,9.999999999999999e-06,3.739349789904737,2.005055363194138,total_scalar_RBF,outer_fold_2
2.0,0.00021544346900318823,2.8718236691835153,1.5472837368318253,total_scalar_RBF,outer_fold_2
2.0,0.004641588833612777,2.246017549692181,0.9883258913502657,total_scalar_RBF,outer_fold_2
2.0,0.1,2.565710137607236,0.753661578250428,total_scalar_RBF,outer_fold_2
2.0,2.154434690031882,2.7180658916709466,0.649461168249757,total_scalar_RBF,outer_fold_2
2.0,46.41588833612773,2.863523903215692,0.9577174647403632,total_scalar_RBF,outer_fold_2
2.0,1000.0,5.303369058299469,1.5013164217250163,total_scalar_RBF,outer_fold_2
4.0,9.999999999999999e-06,3.761625696989933,2.721309582495048,total_scalar_RBF,outer_fold_2
4.0,0.00021544346900318823,2.361251276633906,1.1024156157150256,total_scalar_RBF,outer_fold_2
4.0,0.004641588833612777,2.4752678422684546,0.7745396843070742,total_scalar_RBF,outer_fold_2
4.0,0.1,2.589798155840004,0.6254416189209769,total_scalar_RBF,outer_fold_2
